batch_id,product_name,mfg_date,exp_date,qty_on_hand,mrp_unit_price,unit_cost
BATCH_01268,OrthoRelief_707,2023-06-27,2024-11-30,97,36502.29,29036.68
BATCH_01269,RespiraAid_625,2022-01-12,2023-11-13,194,15284.87,12717.19
BATCH_01270,RenalGuard_51,2022-04-07,2023-03-13,147,21026.06,15206.95
BATCH_01271,OncoThera_986,2022-06-09,2024-05-26,456,21597.66,14264.37
BATCH_01272,HepatoCare_137,2023-07-28,2026-05-24,190,42002.22,35744.54
BATCH_01273,NeuroVita_246,2024-09-24,2026-04-26,180,37000.59,24513.06
BATCH_01274,ImmunoPlus_692,2023-10-29,2025-10-06,32,10464.77,9024.91
BATCH_01275,DermaLux_153,2023-05-30,2026-03-17,205,4352.58,2416.14
BATCH_01276,CardioMax_509,2022-12-02,2025-09-10,113,4521.99,2960.52
BATCH_01277,RenalGuard_14,2022-06-21,2023-11-30,208,63118.75,48919.47
BATCH_01278,CardioMax_471,2022-09-22,2024-03-21,24,15260.11,8846.11
BATCH_01279,RenalGuard_500,2022-01-25,2023-12-07,250,67676.36,46408.24
BATCH_01280,CardioMax_22,2023-03-31,2024-11-03,691,19089.15,15118.73
BATCH_01281,RenalGuard_462,2023-03-15,2024-02-29,143,21242.65,16996.64
BATCH_01282,HepatoCare_393,2023-08-18,2025-08-29,164,5428.87,3291.65
BATCH_01283,CardioMax_961,2022-11-14,2024-11-21,336,59877.28,43607.66
BATCH_01284,DermaLux_29,2024-02-28,2026-11-01,107,63789.15,42300.69
BATCH_01285,OrthoRelief_772,2023-04-16,2023-12-03,120,31026.7,17581.67
BATCH_01286,HepatoCare_937,2023-03-27,2024-06-10,166,4439.83,2721.71
BATCH_01287,OncoThera_631,2023-12-01,2025-02-15,74,86456.64,48673.83
BATCH_01288,RespiraAid_13,2022-12-28,2024-08-15,29,47797.24,40812.66
BATCH_01289,DermaLux_382,2022-06-16,2024-12-08,749,64662.9,48744.7
BATCH_01290,OrthoRelief_656,2024-08-15,2025-07-25,101,27703.73,21308.22
BATCH_01291,HepatoCare_669,2023-09-29,2026-09-02,114,46065.02,26266.96
BATCH_01292,RespiraAid_363,2022-06-03,2023-01-26,528,64281.52,48693.37
BATCH_01293,DermaLux_252,2023-06-24,2024-12-30,200,54707.05,43248.85
BATCH_01294,OncoThera_492,2022-06-26,2023-04-09,212,22690.06,19210.77
BATCH_01295,CardioMax_493,2024-08-02,2027-05-24,710,86973.6,49283.02
BATCH_01296,CardioMax_251,2022-04-08,2023-04-05,620,73581.91,46952.87
BATCH_01297,GlucoBalance_881,2022-07-17,2024-03-28,207,20700.44,11408.14
BATCH_01298,OrthoRelief_873,2023-02-04,2023-12-22,57,65762.63,42284.42
BATCH_01299,ImmunoPlus_184,2024-09-06,2026-12-04,108,35373.48,20365.99
BATCH_01300,DermaLux_521,2023-03-23,2024-03-25,78,43375.19,31875.44
BATCH_01301,ImmunoPlus_116,2022-02-03,2023-07-12,27,26477.78,17391.84
BATCH_01302,ImmunoPlus_927,2024-05-02,2024-11-07,454,53128.11,33761.88
BATCH_01303,HepatoCare_390,2024-04-01,2026-11-17,125,22041.49,12004.3
BATCH_01304,HepatoCare_131,2023-08-10,2024-03-04,852,52138.43,35483.48
BATCH_01305,HepatoCare_311,2023-06-23,2025-05-08,336,74298.5,40546.89
BATCH_01306,OrthoRelief_424,2024-03-16,2025-11-24,397,40609.11,29626.24
BATCH_01307,OncoThera_339,2024-02-14,2026-02-14,128,70158.86,49435.63
BATCH_01308,NeuroVita_799,2022-07-27,2023-07-08,73,51253.77,38863.2
BATCH_01309,DermaLux_833,2024-06-03,2024-12-22,183,59085.03,35229.98
BATCH_01310,DermaLux_481,2022-06-08,2024-08-27,128,61316.92,33758.71
BATCH_01311,HepatoCare_370,2022-09-03,2023-07-12,141,16193.77,9994
BATCH_01312,CardioMax_832,2022-03-06,2023-04-07,170,61321.41,42152.12
BATCH_01313,RenalGuard_986,2022-12-19,2025-06-27,483,17717.55,12579.26
BATCH_01314,HepatoCare_990,2023-11-15,2026-09-06,1158,30082.74,25759.08
BATCH_01315,RenalGuard_318,2023-04-22,2025-01-29,400,30978.08,24807.87
BATCH_01316,ImmunoPlus_809,2024-05-13,2026-04-23,248,49062.75,34251.1
BATCH_01317,NeuroVita_77,2023-05-22,2025-07-03,142,81474.34,47204.14
BATCH_01318,ImmunoPlus_241,2022-12-24,2025-10-12,94,17064.37,14605.21
BATCH_01319,RenalGuard_923,2024-02-03,2026-06-04,150,52153.51,44912.31
BATCH_01320,RenalGuard_262,2024-09-14,2027-07-21,781,53125.51,44454.65
BATCH_01321,OrthoRelief_460,2023-01-02,2023-07-30,145,38292.49,24011.26
BATCH_01322,OncoThera_273,2024-01-01,2025-06-19,62,36832.59,21243.89
BATCH_01323,OncoThera_825,2022-02-17,2022-08-19,49,33921.39,26026.44
BATCH_01324,OrthoRelief_519,2022-05-13,2025-01-17,452,51515.08,35792.22
BATCH_01325,NeuroVita_659,2024-07-25,2026-10-22,34,4347.85,3554.73
BATCH_01326,RespiraAid_475,2023-04-01,2024-03-24,216,46428.44,29191.98
BATCH_01327,GlucoBalance_457,2022-04-21,2022-12-07,96,33291.07,18528.09
BATCH_01328,HepatoCare_640,2022-09-18,2024-04-07,53,3831.63,2919.99
BATCH_01329,RenalGuard_612,2024-06-08,2025-04-23,248,21220.48,16917.29
BATCH_01330,OrthoRelief_883,2022-11-11,2024-06-26,1047,16816.14,13134.55
BATCH_01331,NeuroVita_538,2024-03-03,2024-10-25,237,74575.09,48135.62
BATCH_01332,ImmunoPlus_131,2022-04-08,2024-06-07,1195,52981.47,36314.54
BATCH_01333,GlucoBalance_450,2023-08-07,2024-09-12,904,9292.51,6229.95
BATCH_01334,NeuroVita_95,2022-01-24,2023-11-24,159,27202.1,22750.53
BATCH_01335,CardioMax_991,2022-08-05,2025-04-10,196,9243.72,6694.91
BATCH_01336,GlucoBalance_744,2022-11-13,2025-06-23,1178,56981.62,39166.79
BATCH_01337,RenalGuard_920,2022-06-09,2024-09-15,44,43200.68,24368.64
BATCH_01338,OrthoRelief_290,2023-12-11,2026-09-07,993,36837.81,23110.43
BATCH_01339,OncoThera_904,2023-03-14,2025-02-09,27,36431.19,21082.38
BATCH_01340,OncoThera_960,2022-01-13,2024-08-02,24,11841.21,9224.47
BATCH_01341,ImmunoPlus_157,2022-11-01,2025-10-21,135,43166.57,27990.29
BATCH_01342,OncoThera_232,2023-11-07,2024-12-15,199,32540.29,18040.83
BATCH_01343,RespiraAid_969,2022-12-07,2025-06-19,430,37351.52,25376.57
BATCH_01344,OncoThera_28,2022-02-04,2023-11-05,664,34145.43,26023.61
BATCH_01345,CardioMax_430,2024-04-04,2025-09-17,379,20171.55,14788.31
BATCH_01346,CardioMax_279,2022-12-24,2025-07-22,199,61754.93,49178.49
BATCH_01347,OncoThera_532,2024-02-19,2026-06-21,44,51238.38,27944.53
BATCH_01348,RespiraAid_288,2024-01-26,2024-10-22,70,6774.59,4386.78
BATCH_01349,HepatoCare_245,2024-06-24,2025-07-03,84,67533.09,47717
BATCH_01350,ImmunoPlus_40,2023-01-23,2026-01-06,728,69564.26,47689.02
BATCH_01351,NeuroVita_488,2023-09-11,2025-04-13,155,32158.74,22720.62
BATCH_01352,RenalGuard_443,2022-01-12,2022-08-05,522,39105.61,25221.14
BATCH_01353,OrthoRelief_60,2024-09-03,2025-04-18,427,83680.08,45713.37
BATCH_01354,CardioMax_650,2024-09-02,2026-01-27,156,27606.69,23562.97
BATCH_01355,CardioMax_545,2023-01-15,2025-02-28,135,15927.2,12269.89
BATCH_01356,RespiraAid_558,2024-03-12,2026-06-08,1016,65090.99,46538.3
BATCH_01357,RespiraAid_399,2024-02-05,2026-04-11,636,49884.79,27802.82
BATCH_01358,GlucoBalance_687,2024-06-24,2025-12-10,64,21621.09,13661.14
BATCH_01359,CardioMax_933,2022-03-13,2024-04-16,97,32529.92,22566.26
BATCH_01360,RespiraAid_423,2023-10-27,2025-08-05,130,20003.86,14094.71
BATCH_01361,CardioMax_528,2024-06-06,2026-03-10,26,58686.77,32530.44
BATCH_01362,OrthoRelief_43,2022-01-02,2023-11-05,653,62174.5,40461.25
BATCH_01363,OncoThera_984,2022-10-17,2025-04-30,322,13971.67,9847.38
BATCH_01364,DermaLux_153,2023-10-24,2025-03-18,143,78560.19,44928.56
BATCH_01365,DermaLux_604,2022-11-22,2025-05-25,163,24546.8,15950.05
BATCH_01366,GlucoBalance_775,2022-05-06,2023-08-05,81,35435.23,29335.33
BATCH_01367,GlucoBalance_958,2022-06-13,2024-03-22,217,43595.7,34318
BATCH_01368,ImmunoPlus_229,2022-12-17,2024-07-05,88,25357.76,18760.06
BATCH_01369,OncoThera_74,2023-03-22,2024-01-24,180,7737.44,4689.23
BATCH_01370,DermaLux_81,2022-11-10,2025-07-21,52,73476.32,41639.7
BATCH_01371,RenalGuard_731,2023-03-24,2024-08-20,52,55920.94,37380.38
BATCH_01372,RenalGuard_51,2022-04-29,2023-01-06,158,79382.97,47650.71
BATCH_01373,OncoThera_138,2022-11-12,2025-08-23,118,34046.66,23454.6
BATCH_01374,OrthoRelief_915,2024-04-23,2026-05-06,99,33162.63,21636.59
BATCH_01375,ImmunoPlus_36,2022-09-18,2024-12-06,530,37805.06,24251.54
BATCH_01376,GlucoBalance_552,2022-10-07,2024-12-10,956,47450.4,26952.06
BATCH_01377,NeuroVita_391,2024-08-01,2026-07-09,221,24611.48,17433.83
BATCH_01378,RespiraAid_289,2022-09-10,2025-07-19,248,59410.22,43799.14
BATCH_01379,OncoThera_337,2022-12-30,2025-04-14,62,33291.68,26161.1
BATCH_01380,ImmunoPlus_819,2023-01-19,2026-01-08,911,74644.09,46004.75
BATCH_01381,OncoThera_935,2023-04-13,2025-07-29,217,43670.04,25579.9
BATCH_01382,CardioMax_41,2022-11-26,2024-03-22,181,26018.14,14082.16
BATCH_01383,RenalGuard_977,2022-07-26,2024-05-13,31,64707.79,42422.17
BATCH_01384,HepatoCare_937,2022-09-13,2024-06-21,36,59156.66,48241.43
BATCH_01385,RespiraAid_167,2022-02-28,2023-01-11,244,14019.21,7842.78
BATCH_01386,ImmunoPlus_253,2024-04-17,2024-12-03,499,52877.36,42445.71
BATCH_01387,CardioMax_762,2022-03-07,2024-12-30,170,81398.11,46613.68
BATCH_01388,OrthoRelief_32,2022-08-07,2025-05-24,222,7292.15,4657.32
BATCH_01389,CardioMax_237,2022-06-15,2024-06-13,152,69585.92,46800.77
BATCH_01390,GlucoBalance_339,2024-01-18,2024-08-24,246,54339.83,38611.12
BATCH_01391,RespiraAid_277,2022-01-13,2022-08-04,1130,20047.45,13785.52
BATCH_01392,OrthoRelief_680,2023-07-18,2025-04-25,85,51476.76,36800.38
BATCH_01393,GlucoBalance_729,2024-05-09,2026-09-14,132,32084.02,18105.01
BATCH_01394,HepatoCare_675,2023-06-20,2025-12-01,62,72729.82,42001.78
BATCH_01395,OncoThera_443,2024-07-24,2026-05-04,134,38145.09,21657.05
BATCH_01396,OncoThera_521,2022-01-28,2023-09-27,1082,72633.14,40780.91
BATCH_01397,CardioMax_814,2023-11-30,2025-06-13,821,16651.46,10104.58
BATCH_01398,OrthoRelief_234,2023-08-01,2025-06-13,556,57035.66,49077.32
BATCH_01399,DermaLux_656,2023-10-19,2024-12-02,111,19744.59,11367.88
BATCH_01400,ImmunoPlus_597,2023-04-30,2025-09-15,89,30376.76,17096.9
BATCH_01401,GlucoBalance_409,2022-11-04,2025-04-18,136,36890.71,30826.28
BATCH_01402,DermaLux_258,2024-02-18,2025-03-04,429,30317.68,24927.35
BATCH_01403,HepatoCare_779,2024-09-02,2026-08-26,836,40334.91,25981.26
BATCH_01404,RespiraAid_524,2024-08-15,2027-04-04,140,48363.85,26226
BATCH_01405,CardioMax_989,2023-10-08,2025-06-09,543,68390.76,40609.27
BATCH_01406,ImmunoPlus_554,2022-02-25,2024-06-07,404,67078.39,38737.33
BATCH_01407,OncoThera_607,2024-05-01,2027-03-08,163,27475.77,16079.16
BATCH_01408,ImmunoPlus_851,2023-02-25,2023-12-12,706,49840.26,37769.21
BATCH_01409,GlucoBalance_581,2022-05-15,2025-03-27,749,32960.86,19325.29
BATCH_01410,OncoThera_661,2022-07-19,2025-04-09,119,58288.02,33733.11
BATCH_01411,RenalGuard_569,2022-05-17,2024-12-10,182,59300.53,47830.93
BATCH_01412,RenalGuard_220,2023-11-21,2025-10-06,246,39457.19,29065.14
BATCH_01413,NeuroVita_460,2024-09-05,2027-02-06,518,48178.4,28411.57
BATCH_01414,ImmunoPlus_377,2022-12-20,2025-11-15,586,9165.57,7626.18
BATCH_01415,OncoThera_86,2022-04-01,2025-02-19,192,30649.74,18838.95
BATCH_01416,HepatoCare_688,2024-02-26,2024-08-27,734,38508.67,26440.87
BATCH_01417,CardioMax_503,2022-03-24,2024-08-29,115,13327.44,10626.22
BATCH_01418,RespiraAid_210,2023-03-03,2024-08-05,564,41132.1,31633.24
BATCH_01419,HepatoCare_260,2023-04-18,2024-08-27,980,16864.97,10746.06
BATCH_01420,OrthoRelief_928,2022-11-18,2024-01-27,140,37340.23,24122.57
BATCH_01421,DermaLux_71,2023-10-30,2025-03-21,189,22753.87,16509.63
BATCH_01422,GlucoBalance_644,2024-08-11,2026-12-19,106,51086.89,38520.95
BATCH_01423,NeuroVita_754,2022-06-08,2024-06-10,78,44454.39,27464.68
BATCH_01424,RenalGuard_448,2022-02-18,2023-04-16,45,3900.33,3207.96
BATCH_01425,OrthoRelief_148,2022-12-16,2024-07-20,151,44789.68,34568.37
BATCH_01426,RespiraAid_344,2023-10-14,2025-07-16,25,43506.43,27220.48
BATCH_01427,RenalGuard_750,2024-02-28,2026-04-28,164,13526.86,7494.42
BATCH_01428,DermaLux_390,2024-08-06,2026-05-28,951,27787.88,16324.3
BATCH_01429,CardioMax_549,2022-12-20,2024-02-10,166,1818.46,1559.99
BATCH_01430,DermaLux_57,2023-06-17,2026-02-08,679,9393,5435.41
BATCH_01431,ImmunoPlus_346,2024-06-09,2026-09-30,826,49697.43,41177.01
BATCH_01432,NeuroVita_759,2024-03-04,2024-09-08,129,4986.87,3379.31
BATCH_01433,RenalGuard_371,2022-05-31,2022-12-31,62,84482.39,46445.68
BATCH_01434,RespiraAid_972,2022-12-26,2025-08-22,181,35161.53,20208.37
BATCH_01435,ImmunoPlus_852,2022-09-22,2023-12-13,85,27042.11,15640.03
BATCH_01436,CardioMax_137,2024-05-28,2025-02-24,199,69074.94,41356.55
BATCH_01437,DermaLux_722,2024-04-26,2026-06-21,664,33495.96,19305.07
BATCH_01438,GlucoBalance_824,2022-05-12,2022-12-18,142,74790.77,42045.57
BATCH_01439,HepatoCare_351,2022-09-12,2023-04-23,137,55274.43,35926.88
BATCH_01440,HepatoCare_770,2022-08-10,2025-01-20,713,33217.02,20458.06
BATCH_01441,ImmunoPlus_478,2024-05-30,2026-01-27,194,62186.25,41389.87
BATCH_01442,RespiraAid_200,2022-06-14,2023-04-16,170,67389.15,39167.44
BATCH_01443,CardioMax_761,2022-12-27,2024-04-26,664,60383.99,46816.87
BATCH_01444,RespiraAid_789,2023-05-09,2025-12-13,696,71402.81,45505.27
BATCH_01445,RespiraAid_840,2024-09-24,2027-02-05,115,79309.39,46345.46
BATCH_01446,OncoThera_983,2022-08-21,2023-07-30,242,5390.27,3687.12
BATCH_01447,NeuroVita_988,2023-10-01,2024-08-13,182,7339.74,6266.67
BATCH_01448,HepatoCare_214,2024-01-27,2026-10-07,54,36932.07,29041.83
BATCH_01449,ImmunoPlus_383,2024-05-03,2025-06-27,323,12584.72,6999.21
BATCH_01450,NeuroVita_111,2023-09-22,2024-08-26,146,38554.52,24453.35
BATCH_01451,GlucoBalance_796,2023-08-10,2026-01-13,67,21950.04,15349.66
BATCH_01452,HepatoCare_839,2022-07-03,2024-08-03,164,39573.06,29430.75
BATCH_01453,RespiraAid_659,2022-07-07,2024-02-12,680,75135.29,46893.8
BATCH_01454,ImmunoPlus_95,2024-01-17,2025-12-23,920,48926.82,40385.41
BATCH_01455,OncoThera_60,2022-08-21,2025-05-14,195,64490,42507.91
BATCH_01456,DermaLux_161,2023-08-04,2025-12-05,159,46180.95,34924.03
BATCH_01457,HepatoCare_102,2022-01-12,2024-07-23,595,60836.92,36165.22
BATCH_01458,RespiraAid_155,2024-06-30,2025-06-02,186,14674.32,8321.37
BATCH_01459,NeuroVita_579,2023-01-19,2026-01-17,77,53025.61,39769.83
BATCH_01460,ImmunoPlus_180,2023-10-24,2026-07-16,220,52989.72,43667.31
BATCH_01461,HepatoCare_912,2022-09-15,2023-08-02,135,66449.49,42912.46
BATCH_01462,ImmunoPlus_357,2023-05-18,2025-02-28,1020,55007.88,30966.68
BATCH_01463,OncoThera_602,2024-05-31,2025-12-03,118,10762.96,9148.61
BATCH_01464,CardioMax_615,2023-04-11,2024-10-17,200,76532.23,46741.11
BATCH_01465,OrthoRelief_548,2024-08-13,2027-06-05,334,48193.98,30584.57
BATCH_01466,GlucoBalance_74,2022-10-19,2025-01-29,89,60404.27,32707.91
BATCH_01467,HepatoCare_229,2024-05-17,2027-03-17,231,5879.37,3257.21
BATCH_01468,OrthoRelief_263,2023-07-22,2024-11-26,985,65196.56,42806.31
BATCH_01469,HepatoCare_730,2023-07-29,2026-07-27,189,73117.79,49822.6
BATCH_01470,OrthoRelief_903,2024-04-09,2026-12-11,78,13129.8,9002.07
BATCH_01471,CardioMax_311,2023-09-20,2026-06-18,190,70519.41,48582
BATCH_01472,CardioMax_508,2023-11-03,2024-10-05,822,19328.87,12596.92
BATCH_01473,ImmunoPlus_124,2022-02-10,2024-07-25,59,25085.85,17337.35
BATCH_01474,RespiraAid_315,2024-06-13,2026-05-19,166,7967.48,6712.12
BATCH_01475,GlucoBalance_812,2024-04-22,2025-12-03,98,13598.36,11740.73
BATCH_01476,CardioMax_912,2023-10-22,2025-09-05,150,66285.11,42716.35
BATCH_01477,HepatoCare_951,2024-05-02,2026-07-04,242,15532.91,8821.14
BATCH_01478,DermaLux_207,2022-06-24,2024-08-01,455,72651.77,46548.24
BATCH_01479,HepatoCare_305,2022-03-18,2024-11-13,49,69526.18,38337.02
BATCH_01480,ImmunoPlus_372,2023-02-06,2024-02-07,894,48023.95,30427.95
BATCH_01481,NeuroVita_358,2022-12-18,2024-01-06,37,56841.55,48679.18
BATCH_01482,RenalGuard_556,2022-10-12,2023-10-13,173,59754.96,46984.25
BATCH_01483,CardioMax_52,2024-01-12,2026-04-07,843,22857.84,19795.87
BATCH_01484,ImmunoPlus_452,2022-07-06,2023-07-04,87,16847.11,14002.07
BATCH_01485,DermaLux_469,2022-07-07,2025-04-18,222,12918.91,8096.01
BATCH_01486,NeuroVita_409,2023-02-03,2025-09-12,81,7902.04,5607.95
BATCH_01487,GlucoBalance_10,2023-03-01,2025-11-04,33,83978.18,45882.86
BATCH_01488,RenalGuard_820,2024-01-25,2025-04-27,104,54003.52,34907.7
BATCH_01489,GlucoBalance_367,2023-03-29,2025-12-02,124,54374.82,34446.29
BATCH_01490,DermaLux_739,2024-06-30,2026-11-15,55,72138.87,44689.13
BATCH_01491,RenalGuard_364,2024-04-05,2026-03-10,196,54474.12,46009.61
BATCH_01492,DermaLux_485,2024-06-12,2025-06-09,170,41668.04,26107.12
BATCH_01493,GlucoBalance_844,2022-09-12,2025-02-19,248,8776.93,6228.42
BATCH_01494,RenalGuard_15,2023-06-22,2025-02-09,190,6761.32,4904.86
BATCH_01495,OncoThera_137,2023-06-10,2025-03-31,399,52056.87,28224.66
BATCH_01496,OncoThera_207,2023-09-23,2026-07-04,674,12602.54,9033.88
BATCH_01497,RespiraAid_397,2022-02-26,2023-12-16,173,23745.13,17053.97
BATCH_01498,NeuroVita_354,2024-07-07,2025-02-26,794,67727.65,45761.02
BATCH_01499,NeuroVita_614,2022-07-23,2024-10-11,225,17447.81,10006.99
BATCH_01500,GlucoBalance_865,2023-07-03,2026-03-08,127,62795.3,36203.37
BATCH_01501,RespiraAid_541,2022-10-03,2024-03-01,109,3460.04,2258.19
BATCH_01502,RenalGuard_242,2022-10-16,2024-12-04,250,62874.46,38637.35
BATCH_01503,GlucoBalance_311,2022-03-11,2024-06-28,23,5265.94,3276.55
BATCH_01504,NeuroVita_393,2023-01-12,2023-12-29,671,53475.93,42127.06
BATCH_01505,CardioMax_211,2023-07-17,2025-09-07,497,26234.58,16057.62
BATCH_01506,CardioMax_607,2022-01-28,2023-06-15,375,17356.55,9426.41
BATCH_01507,RenalGuard_72,2022-06-12,2024-07-10,108,29546.59,17640.43
BATCH_01508,RespiraAid_217,2022-05-10,2023-03-16,41,30953.56,26717.87
BATCH_01509,NeuroVita_256,2023-07-17,2024-09-26,213,2630.96,1642.93
BATCH_01510,RenalGuard_521,2022-10-29,2025-08-31,39,70585.44,46096.64
BATCH_01511,RespiraAid_201,2022-03-17,2024-11-28,675,42230.1,34084.41
BATCH_01512,RenalGuard_532,2023-10-22,2025-02-10,170,11195.3,7594.44
BATCH_01513,OncoThera_214,2024-02-20,2026-12-30,190,62533.36,48873.47
BATCH_01514,RespiraAid_381,2022-06-05,2024-03-20,70,22426.82,16663.96
BATCH_01515,DermaLux_638,2023-05-05,2024-06-10,130,14416.94,10216.08
BATCH_01516,CardioMax_935,2022-07-25,2025-02-10,40,11282.61,6782.95
BATCH_01517,RenalGuard_889,2024-06-09,2026-04-09,424,35630.5,26184.41
BATCH_01518,DermaLux_640,2023-01-09,2023-11-25,83,41630.81,30104.2
BATCH_01519,NeuroVita_271,2023-05-12,2025-05-24,187,30950.73,23217.11
BATCH_01520,DermaLux_970,2023-06-26,2024-01-03,21,5410.36,3389.59
BATCH_01521,RenalGuard_433,2022-01-05,2023-12-06,94,29831.34,24555.29
BATCH_01522,NeuroVita_970,2022-03-30,2023-03-08,32,67921.29,43735.05
BATCH_01523,ImmunoPlus_254,2022-10-04,2023-10-19,49,50398.96,39448.8
BATCH_01524,GlucoBalance_42,2024-03-10,2024-11-11,392,9934.29,6642.55
BATCH_01525,NeuroVita_578,2024-05-12,2026-03-28,226,30729.49,25089.47
BATCH_01526,HepatoCare_193,2022-10-21,2025-06-30,706,73055.39,46579.84
BATCH_01527,OrthoRelief_710,2024-05-05,2025-05-28,1112,11052.36,8350.55
BATCH_01528,NeuroVita_450,2022-01-01,2024-02-26,242,41981.38,23501.77
BATCH_01529,OncoThera_755,2022-02-19,2024-10-05,187,9239.57,5151.93
BATCH_01530,RenalGuard_795,2024-04-06,2024-12-22,176,58260.29,41835.35
BATCH_01531,RenalGuard_57,2024-06-05,2025-05-23,612,56656.69,40226
BATCH_01532,ImmunoPlus_236,2024-02-21,2025-11-30,378,76180.81,42664.38
BATCH_01533,RenalGuard_422,2022-08-22,2023-06-24,150,57831.03,39970.04
BATCH_01534,CardioMax_632,2024-03-13,2024-12-14,242,52145.73,31863
BATCH_01535,HepatoCare_245,2023-05-30,2024-04-12,231,14074.79,8009.02
BATCH_01536,RespiraAid_864,2022-03-21,2023-09-11,210,37896.53,31980.39
BATCH_01537,OrthoRelief_118,2022-01-25,2022-08-30,223,62754.89,45909.39
BATCH_01538,HepatoCare_997,2022-07-01,2023-11-24,808,72769.89,45164.75
BATCH_01539,DermaLux_225,2023-09-29,2025-10-09,168,22604.71,18611.64
BATCH_01540,CardioMax_304,2023-10-20,2026-03-30,75,46240.59,38495.1
BATCH_01541,RespiraAid_631,2024-05-25,2026-10-09,83,66096.52,47837.1
BATCH_01542,RenalGuard_408,2022-09-04,2024-07-17,361,14994.6,9086.79
BATCH_01543,CardioMax_679,2023-10-16,2026-03-14,27,17411.42,9536.66
BATCH_01544,DermaLux_805,2022-04-05,2023-08-18,246,67483.6,37459.02
BATCH_01545,DermaLux_65,2023-03-28,2024-05-29,133,11572.25,9521.56
BATCH_01546,RenalGuard_383,2024-01-11,2025-12-07,106,29587.81,22642.16
BATCH_01547,NeuroVita_384,2023-09-08,2026-08-07,152,55946.89,39781.97
BATCH_01548,RenalGuard_779,2024-04-29,2026-02-24,531,10600.8,8968.01
BATCH_01549,CardioMax_599,2024-07-09,2025-08-02,178,44840.06,30559.13
BATCH_01550,OncoThera_986,2023-04-08,2023-12-21,81,33190.21,26859.36
BATCH_01551,ImmunoPlus_362,2023-09-20,2024-09-30,231,60919.6,34099.88
BATCH_01552,HepatoCare_552,2024-02-09,2026-06-18,781,40110.91,31058.5
BATCH_01553,CardioMax_230,2022-06-17,2023-01-02,105,21265.4,12702.64
BATCH_01554,DermaLux_465,2022-04-10,2025-02-16,521,19905.13,13464.67
BATCH_01555,OncoThera_932,2023-10-07,2025-03-12,746,15246.88,12532.82
BATCH_01556,NeuroVita_377,2023-09-30,2026-07-05,160,25342.76,14506.3
BATCH_01557,OrthoRelief_926,2023-10-20,2026-02-04,139,13437.97,10848.81
BATCH_01558,HepatoCare_728,2023-10-16,2026-08-30,154,17735.18,10203.56
BATCH_01559,NeuroVita_733,2022-12-02,2025-04-08,145,27584.91,19554.81
BATCH_01560,RespiraAid_140,2023-10-28,2025-07-28,1136,11916.27,9536.8
BATCH_01561,ImmunoPlus_373,2022-03-30,2024-06-05,748,25633.66,19271.66
BATCH_01562,CardioMax_154,2023-04-07,2025-08-08,134,11588.19,6754.44
BATCH_01563,GlucoBalance_999,2022-02-19,2022-08-27,636,67431.97,38100.46
BATCH_01564,CardioMax_635,2022-04-09,2022-11-21,1026,60563.18,40026.66
BATCH_01565,RenalGuard_616,2022-08-17,2024-07-12,225,38909.93,31379.63
BATCH_01566,OncoThera_631,2022-05-04,2024-09-16,198,11702.23,9383.27
BATCH_01567,OncoThera_980,2024-06-04,2026-03-02,51,66932.14,38421.97
BATCH_01568,NeuroVita_198,2023-06-27,2024-04-07,181,7425.88,4540.42
BATCH_01569,DermaLux_344,2024-03-21,2026-03-19,926,12481.86,7977.32
BATCH_01570,GlucoBalance_820,2024-08-16,2025-03-24,58,9969.63,8195.63
BATCH_01571,DermaLux_324,2023-09-28,2025-06-21,174,11866.55,9485.24
BATCH_01572,RespiraAid_613,2023-11-13,2026-03-08,121,57399.74,40784.73
BATCH_01573,HepatoCare_563,2024-05-15,2027-04-08,99,72019.9,45250.74
BATCH_01574,RespiraAid_679,2022-10-30,2023-05-05,162,61242.14,39106.68
BATCH_01575,RespiraAid_396,2024-01-05,2025-01-01,922,54547.95,35144.56
BATCH_01576,RenalGuard_399,2023-10-20,2026-06-26,148,18932.94,11015.03
BATCH_01577,RenalGuard_94,2022-10-01,2025-05-07,67,31812.84,18668.01
BATCH_01578,NeuroVita_660,2023-10-19,2026-01-30,81,50927.55,38966.75
BATCH_01579,OrthoRelief_954,2023-11-10,2025-11-27,61,17356.8,14674.75
BATCH_01580,DermaLux_311,2023-02-17,2025-11-14,177,31029.8,20092.8
BATCH_01581,GlucoBalance_961,2024-06-02,2025-07-24,101,20388.12,11623.87
BATCH_01582,OrthoRelief_194,2023-08-11,2025-05-22,112,50289.17,42805.55
BATCH_01583,RenalGuard_108,2024-04-10,2025-02-05,161,3932.02,2893.92
BATCH_01584,DermaLux_725,2022-08-05,2025-07-25,206,16818.98,10833.97
BATCH_01585,NeuroVita_279,2023-11-13,2025-10-01,225,25574.09,17271.07
BATCH_01586,GlucoBalance_780,2022-03-13,2023-07-15,184,54532.87,43423.19
BATCH_01587,ImmunoPlus_760,2022-03-25,2024-08-30,173,28149.88,22355.55
BATCH_01588,NeuroVita_199,2024-04-09,2026-06-19,182,35737.36,25106.03
BATCH_01589,NeuroVita_571,2022-05-12,2024-12-28,214,59622.53,39979.57
BATCH_01590,CardioMax_826,2024-07-09,2025-07-31,244,37888.59,26469.65
BATCH_01591,GlucoBalance_610,2022-02-20,2023-02-11,904,68323.07,37793.47
